modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,fiberMag_u,fiberMag_g,fiberMag_r,fiberMag_i,fiberMag_z,petroR50_r,petroR90_r,petroR50_z,petroR90_z,r,i,z,zerr,mmug,mmgr,mmri,mmiz,mfug,mfgr,mfri,mfiz,label
0.0018747405804901,0.0249459993767899,1.073535759326279,0.0987346828757678,0.1246076023427378,-0.0011996279653839,0.0175181715332457,0.9953110123000208,0.0962945828865985,0.1152854143049652,0.016600021798733,0.0089373629913133,0.1449529601598131,0.1417778139811575,1.073535759326279,0.0987346828757678,0.1246076023427378,-0.0086232213413,0.0139554995447447,0.0596613000201493,0.1699596277632645,0.1366137495900871,0.0084915787656156,0.0437659501055806,0.1621803013224818,0.122069500082241,1
-0.0061020889380846,0.0187356148199995,0.8244270660397114,0.0619912247611296,0.0498887431742846,-0.003139720513714,0.0132098802750176,0.7020714621722326,0.0556005514299609,0.0426754246717376,0.0170911183562893,0.0095608814907306,0.1445784526709296,0.1424752366811909,0.8244270660397114,0.0619912247611296,0.0498887431742846,-0.0084774104323064,0.0065720453545321,0.0453961098486098,0.1167812531110486,0.0684338989821498,0.0052399386459414,0.0317235176924388,0.1021552685659094,0.0566995935683884,1
0.0570812029010635,0.0267409315685777,1.0889166486306827,0.0828858814027568,0.101544971787914,0.0468014021594117,0.017487569866502,1.0011236498131106,0.0843464436660537,0.1211203380987391,0.0159562466079673,0.0078458731451935,-6.903795675086695,-7.008472122992873,1.0889166486306827,0.0828858814027568,0.101544971787914,-0.0089450650851405,0.0436256946262313,0.0619511924344546,0.1552467083509909,0.112812373401665,0.0334581096700148,0.0438887908748924,0.1506984706085155,0.1185425237811784,1
0.0520718070563386,0.0243244028313332,0.9404661441059065,0.0837031227306053,0.0890038989559894,0.0330100420278637,0.0108647148078964,0.6834098364723122,0.0630278393182673,0.0726609260722716,0.015467973595371,0.0067760759232213,0.1443144975564571,0.1411154933773089,0.9404661441059065,0.0837031227306053,0.0890038989559894,-0.0092543908348401,0.0397608411608019,0.0547324309968251,0.1461180864816602,0.1056408138928415,0.0228339687301359,0.0288885680444877,0.1082870568270518,0.0782846206881161,1
0.0346738661558891,0.0293254645733713,0.4313064890615827,0.0297603948498494,0.0323882788119959,0.0275967566204969,0.0105948812432755,-0.1074657816464425,-0.0091558545555115,-0.0094390827868864,0.0168664993071029,0.0089022878032055,0.1443849599895971,0.1410647233834929,0.4313064890615827,0.0297603948498494,0.0323882788119959,-0.0092472754863932,0.0333069023527227,0.0432403180220371,0.0584421515136393,0.0380148990335301,0.0198761750425657,0.0077463067484942,-0.0162777610971509,-0.0107282104746567,1
-0.0027456917682847,0.0245620720987137,0.6436363428772072,0.0282487184044554,0.0242398213350561,0.0140259227794058,0.0336038702949251,1.1047896361367884,0.055819073126523,0.0498596960285355,0.0223447143711347,0.0214358100650559,0.1448681943245637,0.1420041988370547,0.6436363428772072,0.0282487184044554,0.0242398213350561,-0.0092220552666826,0.0113506936467791,0.0453594147021099,0.0711584083989964,0.0321058432627411,0.0247863349017234,0.0627222608728664,0.1292846713559802,0.060970578976159,1
-0.0058239280997346,0.0148663206580949,0.9005066886368309,0.0830746909508451,0.0937952975479913,-0.0055747464120049,0.0096770237042767,0.9014492992753608,0.0879461721517973,0.0905836326283424,0.0185476561191309,0.0191823014515432,0.1446120748146735,0.1434170907382397,0.9005066886368309,0.0830746909508451,0.0937952975479913,-0.009224967835663,0.0047036022832613,0.0439965070095953,0.1428181298078205,0.1081873524404118,0.0021342202207373,0.0334567451980961,0.1476138359962379,0.1030014399405259,1
0.0489354762759387,0.0512851426555747,1.5635701804863111,0.1194649312032757,0.1435072078916717,0.0212940536612175,0.0403543285299528,1.4571826063695923,0.1050369206259645,0.1013769432550149,0.0185946639787787,0.0188500335271634,0.147658424859407,0.1443279135642239,1.5635701804863111,0.1194649312032757,0.1435072078916717,-0.0082491101963706,0.0521562486998564,0.1018217178943038,0.2233644895080861,0.1608543107028837,0.0320818187122865,0.0787651884493542,0.2017309927406259,0.119088940803696,1
0.0051363014478649,0.0365717792243391,1.3548600575640817,0.0885505678656369,0.0933065180939947,0.0039967873465684,0.0324028992227186,1.4545894999101183,0.0898143856697149,0.0908800579281352,0.0171398413608742,0.0086453154793122,0.1444964471895762,0.1416506727274397,1.3548600575640817,0.0885505678656369,0.0933065180939947,-0.0088138465453164,0.0217022287329514,0.0803758062799357,0.1786813675574585,0.1112376691268607,0.0189416552545754,0.070754586168882,0.186434378776475,0.1042503123696429,1
-0.0132069246252344,0.0041696640679651,0.0946655819905872,0.0145708267142315,0.0169597273561743,-0.0147429441279974,-0.0048718555042665,-0.2414478047238563,-0.0062915544700812,-0.0014694068754308,0.0159501489207214,0.0086675550014509,0.1442654145269668,0.1409509321937708,0.0946655819905872,0.0145708267142315,0.0169597273561743,-0.0081920920454121,-0.0047049998767503,0.007227585974324,0.0208123144416784,0.0192865368963496,-0.0102082312970592,-0.0112384554019812,-0.0223856978361218,-0.0044776294079663,1
0.0476870227206887,0.0317541173299234,0.7931846346401453,0.0445151409965433,0.053569388457163,0.0279916256850845,0.0233461531097661,0.6262230982326257,0.0314053980227215,0.0494265721194167,0.0167802770874318,0.0109145187701506,0.1445189293110131,0.1421920534621952,0.7931846346401453,0.0445151409965433,0.053569388457163,0.0020688447766911,0.0413442114869544,0.0573812057863231,0.097329985314002,0.0599961656662859,0.0267170682071437,0.0398461953539889,0.0730491100301448,0.0466354004733549,1
